unique_id,url_length,n_redirection,phishing
55783,12,0,1
55784,19,0,1
55785,13,1,0
55786,22,0,0
55787,25,2,0
55788,20,1,1
55789,22,2,0
55790,16,0,0
55791,12,0,0
55792,17,1,0
55793,20,1,1
55794,31,1,0
55795,16,1,0
55796,62,0,1
55797,19,1,0
55798,48,0,1
55799,19,0,0
55800,22,1,1
55801,33,1,0
55802,69,0,0
55803,28,1,1
55804,10,1,0
55805,17,0,0
55806,20,1,0
55807,18,0,0
55808,26,1,0
55809,45,0,1
55810,152,1,1
55811,46,0,1
55812,29,1,0
55813,14,1,0
55814,20,2,0
55815,30,0,1
55816,17,-1,0
55817,120,1,1
55818,11,0,0
55819,26,0,0
55820,23,3,0
55821,20,0,0
55822,33,1,0
55823,27,0,1
55824,35,1,1
55825,16,0,0
55826,101,0,1
55827,23,1,0
55828,43,1,1
55829,24,0,1
55830,59,1,0
55831,11,0,0
55832,18,-1,0
55833,7,0,0
55834,20,1,0
55835,15,0,0
55836,44,1,1
55837,20,0,0
55838,35,0,1
55839,14,0,0
55840,16,-1,0
55841,14,0,0
55842,12,0,0
55843,25,0,0
55844,77,0,1
55845,22,1,0
55846,25,0,0
55847,29,0,1
55848,57,0,1
55849,14,2,0
55850,20,0,0
55851,17,0,0
55852,15,1,0
55853,73,0,1
55854,18,1,0
55855,13,1,0
55856,12,-1,0
55857,64,0,1
55858,366,0,1
55859,101,0,1
55860,145,0,1
55861,16,0,0
55862,23,1,0
55863,20,0,0
55864,18,-1,0
55865,14,0,0
55866,23,0,0
55867,103,1,0
55868,18,-1,0
55869,10,1,0
55870,78,0,1
55871,17,1,0
55872,17,0,0
55873,42,1,1
55874,41,1,0
55875,95,1,1
55876,49,1,1
55877,15,-1,1
55878,23,0,0
55879,74,0,1
55880,54,-1,1
55881,47,0,1
55882,22,1,0
55883,229,0,1
55884,29,0,1
55885,32,2,0
55886,13,2,0
55887,7,0,0
55888,12,1,0
55889,35,0,0
55890,17,0,0
55891,49,2,0
55892,37,0,0
55893,17,0,0
55894,81,1,1
55895,46,0,1
55896,27,0,0
55897,9,0,0
55898,19,0,0
55899,16,0,1
55900,51,1,1
55901,14,1,0
55902,44,0,1
55903,20,1,0
55904,16,1,0
55905,131,1,0
55906,20,0,0
55907,20,1,0
55908,16,2,0
55909,18,0,0
55910,238,0,1
55911,21,1,0
55912,56,0,1
55913,16,2,0
55914,15,1,0
55915,78,-1,1
55916,26,-1,0
55917,41,0,1
55918,17,-1,0
55919,24,0,0
55920,17,0,0
55921,43,0,1
55922,9,1,0
55923,68,0,1
55924,17,1,0
55925,26,0,1
55926,12,1,0
55927,32,0,0
55928,10,1,0
55929,44,0,0
55930,35,0,0
55931,16,0,0
55932,29,1,0
55933,115,0,1
55934,21,0,0
55935,51,-1,0
55936,32,0,0
55937,33,0,1
55938,20,1,0
55939,22,0,0
55940,23,0,0
55941,21,1,0
55942,99,0,1
55943,127,0,1
55944,39,2,1
55945,21,0,0
55946,279,1,1
55947,21,1,0
55948,17,0,0
55949,13,1,0
55950,41,0,1
55951,22,3,0
55952,14,0,0
55953,16,0,0
55954,23,1,1
55955,24,0,0
55956,21,3,0
55957,52,0,1
55958,14,0,0
55959,51,0,1
55960,12,0,0
55961,14,1,0
55962,11,1,0
55963,18,0,0
55964,14,0,0
55965,21,1,0
55966,20,1,0
55967,28,1,0
55968,89,2,1
55969,20,-1,0
55970,19,0,0
55971,21,0,0
55972,16,1,0
55973,40,1,1
55974,15,0,1
55975,11,2,0
55976,11,1,0
55977,50,1,0
55978,21,1,0
55979,129,0,1
55980,16,-1,0
55981,21,1,0
55982,11,0,0
55983,20,1,0
55984,28,0,1
55985,98,0,1
55986,86,0,1
55987,30,0,0
55988,28,1,0
55989,19,0,0
55990,11,2,0
55991,13,0,0
55992,12,1,0
55993,22,0,0
55994,18,0,0
55995,15,1,0
55996,229,0,1
55997,17,-1,0
55998,58,1,1
55999,66,1,1
56000,13,1,0
56001,54,0,0
56002,17,0,0
56003,18,0,0
56004,65,0,0
56005,22,1,0
56006,19,1,0
56007,65,0,1
56008,19,0,0
56009,36,0,0
56010,22,0,0
56011,45,0,0
56012,23,0,0
56013,18,0,0
56014,43,0,1
56015,63,1,1
56016,19,0,0
56017,30,1,1
56018,11,-1,0
56019,22,0,0
56020,20,0,0
56021,13,2,1
56022,24,0,1
56023,81,0,1
56024,24,0,0
56025,73,1,1
56026,24,0,0
56027,15,2,0
56028,20,1,0
56029,12,0,0
56030,97,0,1
56031,59,0,1
56032,20,0,0
56033,36,2,1
56034,19,1,0
56035,26,1,1
56036,23,0,0
56037,19,0,0
56038,18,2,0
56039,14,3,0
56040,17,3,0
56041,12,0,0
56042,24,0,1
56043,76,1,1
56044,18,1,0
56045,15,0,0
56046,10,1,0
56047,33,0,0
56048,18,0,0
56049,17,0,0
56050,28,0,0
56051,106,1,1
56052,24,1,0
56053,7,0,0
56054,19,1,0
56055,22,0,1
56056,22,0,1
56057,16,0,0
56058,12,1,0
56059,40,2,1
56060,21,-1,0
56061,18,0,1
56062,16,0,0
56063,29,0,1
56064,12,0,0
56065,25,3,1
56066,218,0,1
56067,16,0,0
56068,20,0,0
56069,20,0,0
56070,17,0,0
56071,46,0,0
56072,23,-1,0
56073,44,0,1
56074,17,1,0
56075,21,0,0
56076,21,0,0
56077,19,2,0
56078,14,0,0
56079,34,0,1
56080,34,0,0
56081,20,0,0
56082,13,1,0
56083,44,2,0
56084,15,-1,0
56085,14,0,0
56086,23,0,0
56087,17,0,0
56088,34,1,1
56089,18,0,0
56090,19,0,0
56091,17,0,0
56092,33,0,1
56093,20,0,0
56094,19,0,0
56095,18,0,0
56096,12,0,0
56097,12,0,0
56098,37,0,1
56099,35,0,1
56100,21,0,0
56101,14,0,0
56102,29,1,0
56103,17,3,0
56104,24,-1,0
56105,21,0,0
56106,23,1,0
56107,14,0,1
56108,17,0,0
56109,14,0,0
56110,72,1,1
56111,14,-1,0
56112,19,0,0
56113,20,1,0
56114,23,0,0
56115,24,0,0
56116,22,1,0
56117,70,1,1
56118,191,0,1
56119,22,-1,0
56120,28,1,0
56121,25,4,0
56122,20,0,0
56123,13,2,1
56124,142,0,1
56125,21,1,1
56126,26,0,1
56127,14,1,0
56128,17,2,0
56129,19,0,0
56130,51,-1,1
56131,64,0,1
56132,18,1,0
56133,22,0,0
56134,14,0,0
56135,19,0,0
56136,13,1,0
56137,21,1,0
56138,58,1,0
56139,25,1,0
56140,40,0,1
56141,8,1,0
56142,26,0,1
56143,18,1,0
56144,20,1,0
56145,16,0,0
56146,15,-1,0
56147,21,1,0
56148,51,0,1
56149,21,0,0
56150,28,0,0
56151,15,-1,0
56152,21,0,0
56153,23,1,0
56154,20,0,0
56155,37,2,0
56156,20,1,0
56157,19,0,0
56158,10,0,1
56159,16,0,0
56160,26,0,1
56161,293,0,1
56162,33,0,1
56163,18,0,0
56164,42,0,1
56165,38,0,1
56166,11,1,0
56167,98,-1,1
56168,15,0,0
56169,131,0,1
56170,84,0,1
56171,27,0,1
56172,29,1,1
56173,22,0,0
56174,43,0,1
56175,60,0,1
56176,74,0,1
56177,30,0,0
56178,14,1,0
56179,22,-1,0
56180,23,-1,0
56181,15,0,0
56182,24,2,1
56183,19,0,0
56184,27,1,1
56185,12,1,0
56186,19,1,0
56187,33,1,0
56188,70,1,1
56189,10,0,0
56190,28,0,1
56191,81,3,1
56192,71,0,1
56193,16,0,0
56194,20,0,0
56195,17,0,0
56196,16,0,0
56197,19,0,0
56198,20,0,0
56199,32,0,1
56200,71,0,1
56201,25,0,0
56202,27,2,0
56203,61,0,1
56204,23,1,0
56205,24,0,0
56206,22,0,0
56207,28,1,0
56208,20,0,0
56209,16,0,0
56210,15,0,0
56211,91,1,1
56212,39,1,1
56213,51,0,0
56214,24,-1,0
56215,68,0,1
56216,24,0,0
56217,16,0,0
56218,18,1,0
56219,13,0,0
56220,21,1,0
56221,20,0,0
56222,43,0,1
56223,21,1,0
56224,23,0,0
56225,20,0,0
56226,16,0,0
56227,13,1,0
56228,7,1,0
56229,21,1,0
56230,18,0,0
56231,22,2,0
56232,16,1,0
56233,34,-1,0
56234,18,0,0
56235,18,0,0
56236,20,0,0
56237,19,0,0
56238,24,0,0
56239,89,0,1
56240,49,0,1
56241,32,0,1
56242,19,0,0
56243,72,1,1
56244,148,0,1
56245,72,0,1
56246,81,0,1
56247,13,-1,0
56248,27,1,1
56249,43,0,1
56250,177,0,0
56251,22,0,0
56252,70,0,1
56253,21,0,0
56254,16,0,0
56255,18,0,0
56256,58,0,0
56257,15,2,0
56258,20,-1,0
56259,54,0,1
56260,29,0,0
56261,67,2,1
56262,17,1,0
56263,90,2,1
56264,25,0,1
56265,27,0,0
56266,15,1,0
56267,16,0,1
56268,38,2,1
56269,17,0,0
56270,8,-1,0
56271,32,0,0
56272,18,0,1
56273,107,1,1
56274,22,0,0
56275,26,0,0
56276,72,0,1
56277,16,0,0
56278,229,0,1
56279,20,0,1
56280,12,-1,0
56281,12,1,0
56282,32,0,1
56283,19,0,0
56284,85,0,1
56285,23,0,1
56286,12,0,0
56287,36,1,0
56288,23,0,0
56289,14,0,0
56290,26,0,1
56291,16,0,0
56292,9,-1,0
56293,20,0,0
56294,25,0,0
56295,30,1,1
56296,23,2,0
56297,17,0,0
56298,20,0,0
56299,19,0,0
56300,22,0,0
56301,36,0,1
56302,18,1,0
56303,11,0,0
56304,20,1,0
56305,18,1,0
56306,28,0,1
56307,12,1,0
56308,22,-1,0
56309,18,0,0
56310,12,0,0
56311,242,2,1
56312,37,0,0
56313,68,1,0
56314,51,3,1
56315,66,0,1
56316,26,1,0
56317,15,2,0
56318,43,0,1
56319,83,1,1
56320,25,1,0
56321,43,0,1
56322,72,1,0
56323,25,0,0
56324,23,2,0
56325,29,0,1
56326,35,0,1
56327,49,0,1
56328,27,0,0
56329,19,2,0
56330,19,1,0
56331,15,2,0
56332,13,1,0
56333,14,1,0
56334,26,0,0
56335,11,1,0
56336,20,0,0
56337,18,1,0
56338,13,0,0
56339,30,0,1
56340,19,0,1
56341,56,1,1
56342,15,0,1
56343,15,0,0
56344,23,1,0
56345,16,1,0
56346,349,0,1
56347,16,0,0
56348,23,0,0
56349,15,1,0
56350,24,1,0
56351,42,0,1
56352,266,0,1
56353,28,0,1
56354,126,0,1
56355,23,0,0
56356,49,1,1
56357,110,0,1
56358,14,0,0
56359,83,0,1
56360,15,1,0
56361,29,0,0
56362,28,0,0
56363,56,0,1
56364,20,-1,0
56365,12,1,0
56366,34,0,0
56367,18,0,0
56368,13,2,0
56369,19,0,0
56370,13,0,0
56371,12,0,1
56372,24,0,0
56373,17,0,0
56374,18,0,0
56375,22,0,0
56376,16,0,0
56377,19,0,1
56378,16,1,0
56379,20,0,0
56380,210,1,1
56381,26,1,0
56382,26,0,0
56383,19,0,0
56384,69,0,1
56385,20,1,0
56386,22,0,0
56387,113,0,1
56388,22,0,1
56389,60,0,1
56390,18,0,0
56391,34,0,0
56392,36,0,1
56393,58,1,1
56394,41,1,0
56395,13,-1,0
56396,98,0,1
56397,35,3,0
56398,22,1,0
56399,23,0,0
56400,16,1,1
56401,210,0,1
56402,51,0,1
56403,22,1,0
56404,23,0,0
56405,24,1,0
56406,104,0,1
56407,17,0,0
56408,50,0,1
56409,43,0,1
56410,65,0,1
56411,75,0,1
56412,22,1,0
56413,19,0,0
56414,53,0,1
56415,126,0,1
56416,11,2,0
56417,28,1,1
56418,23,0,0
56419,10,-1,0
56420,84,1,1
56421,16,1,0
56422,14,1,0
56423,24,0,0
56424,18,0,0
56425,18,0,0
56426,24,1,0
56427,17,0,0
56428,19,0,0
56429,15,0,0
56430,42,0,1
56431,18,0,0
56432,17,0,0
56433,21,1,0
56434,22,1,0
56435,26,0,0
56436,24,1,1
56437,68,1,1
56438,11,0,0
56439,18,2,0
56440,22,-1,0
56441,136,0,1
56442,40,0,1
56443,91,0,1
56444,15,0,0
56445,20,0,0
56446,172,0,1
56447,56,0,1
56448,43,0,1
56449,36,0,1
56450,29,1,1
56451,22,1,0
56452,52,0,1
56453,46,0,0
56454,25,0,1
56455,27,0,1
56456,15,0,0
56457,12,1,0
56458,25,2,0
56459,20,0,1
56460,22,1,0
56461,25,0,1
56462,44,0,1
56463,22,0,0
56464,16,1,0
56465,74,1,0
56466,22,0,0
56467,17,1,0
56468,68,1,1
56469,16,1,0
56470,20,0,1
56471,54,0,1
56472,85,0,1
56473,19,2,0
56474,21,0,1
56475,49,0,1
56476,33,2,0
56477,46,1,1
56478,16,0,0
56479,19,2,1
56480,30,0,0
56481,20,0,0
56482,14,1,1
56483,37,1,1
56484,30,0,0
56485,43,0,1
56486,66,1,1
56487,79,2,1
56488,13,0,0
56489,14,-1,0
56490,18,1,0
56491,17,2,0
56492,20,0,0
56493,41,0,0
56494,14,1,0
56495,18,0,0
56496,19,0,0
56497,49,1,1
56498,13,0,1
56499,19,0,0
56500,32,0,0
56501,21,0,1
56502,59,0,1
56503,86,0,1
56504,45,1,1
56505,37,1,1
56506,11,1,0
56507,33,0,1
56508,21,0,0
56509,20,-1,0
56510,19,0,0
56511,17,0,0
56512,20,-1,0
56513,44,0,1
56514,20,0,1
56515,21,1,0
56516,19,1,0
56517,21,0,0
56518,12,1,0
56519,21,0,1
56520,19,0,0
56521,41,1,1
56522,55,0,1
56523,24,1,0
56524,47,0,1
56525,36,0,1
56526,19,-1,0
56527,17,0,0
56528,26,0,0
56529,29,0,0
56530,35,0,0
56531,11,1,0
56532,53,0,1
56533,16,1,0
56534,20,0,1
56535,12,1,0
56536,66,0,1
56537,14,1,0
56538,11,0,0
56539,16,0,0
56540,107,1,1
56541,11,0,0
56542,18,2,0
56543,13,0,0
56544,39,0,1
56545,22,0,0
56546,51,-1,0
56547,55,1,1
56548,20,1,0
56549,21,0,0
56550,22,0,0
56551,19,0,0
56552,93,1,1
56553,20,4,0
56554,79,0,0
56555,36,0,0
56556,23,1,0
56557,33,0,0
56558,44,-1,0
56559,24,0,0
56560,22,2,0
56561,19,1,0
56562,21,1,0
56563,41,0,1
56564,17,-1,0
56565,18,0,0
56566,12,0,0
56567,17,0,0
56568,12,1,0
56569,21,-1,1
56570,20,0,0
56571,59,1,1
56572,18,1,0
56573,18,0,0
56574,10,0,0
56575,32,0,1
56576,34,0,0
56577,14,0,0
56578,67,0,1
56579,21,0,0
56580,11,1,0
56581,16,0,0
56582,20,0,0
56583,11,1,0
56584,63,0,1
56585,89,0,0
56586,13,2,0
56587,242,2,1
56588,17,0,1
56589,19,1,0
56590,150,0,1
56591,61,0,1
56592,38,0,1
56593,23,1,0
56594,23,2,0
56595,239,-1,1
56596,60,0,1
56597,209,0,1
56598,125,0,1
56599,30,0,0
56600,20,0,0
56601,103,0,1
56602,17,1,0
56603,21,0,0
56604,64,0,1
56605,68,1,1
56606,21,1,0
56607,91,1,1
56608,102,0,1
56609,13,1,0
56610,88,1,1
56611,44,0,1
56612,151,1,1
56613,16,0,0
56614,47,0,1
56615,63,1,1
56616,68,0,1
56617,13,1,0
56618,15,1,0
56619,19,0,0
56620,133,1,1
56621,31,1,0
56622,19,1,0
56623,20,0,0
56624,34,0,1
56625,20,1,0
56626,17,-1,0
56627,29,1,1
56628,87,0,1
56629,59,1,1
56630,105,0,0
56631,16,0,0
56632,12,1,0
56633,53,1,1
56634,26,0,0
56635,50,-1,1
56636,18,0,0
56637,105,2,1
56638,17,-1,0
56639,20,0,0
56640,23,1,0
56641,22,0,0
56642,212,0,1
56643,17,0,0
56644,16,-1,0
56645,17,1,0
56646,15,0,0
56647,26,-1,0
56648,9,-1,0
56649,79,0,1
56650,62,0,1
56651,48,0,0
56652,23,-1,1
56653,48,0,1
56654,20,0,0
56655,23,0,0
56656,19,1,0
56657,26,0,0
56658,20,-1,0
56659,14,0,0
56660,37,1,1
56661,65,0,1
56662,32,0,1
56663,19,0,0
56664,19,0,0
56665,76,1,1
56666,18,1,0
56667,23,0,0
56668,54,1,1
56669,52,0,1
56670,16,0,0
56671,12,-1,0
56672,20,0,0
56673,30,0,1
56674,15,1,0
56675,19,0,0
56676,31,0,0
56677,28,1,0
56678,14,0,0
56679,28,0,0
56680,104,1,1
56681,16,1,0
56682,11,0,0
56683,14,0,0
56684,18,0,0
56685,64,0,1
56686,56,0,1
56687,37,0,1
56688,52,0,1
56689,91,2,1
56690,46,0,0
56691,19,0,0
56692,46,0,1
56693,12,-1,0
56694,33,0,1
56695,19,0,0
56696,115,0,1
56697,18,-1,0
56698,17,0,0
56699,17,0,0
56700,49,1,1
56701,19,0,0
56702,10,0,0
56703,20,1,0
56704,28,0,0
56705,25,-1,1
56706,28,2,0
56707,13,1,0
56708,84,0,1
56709,16,0,0
56710,17,0,0
56711,152,0,1
56712,22,0,0
56713,21,0,0
56714,50,0,1
56715,22,1,0
56716,20,-1,0
56717,51,1,1
56718,74,0,1
56719,29,0,0
56720,17,0,0
56721,13,0,1
56722,14,1,0
56723,20,0,0
56724,20,0,0
56725,242,2,1
56726,31,1,1
56727,18,1,0
56728,18,0,0
56729,63,-1,1
56730,15,0,0
56731,12,0,0
56732,54,1,1
56733,271,1,1
56734,96,0,1
56735,12,0,0
56736,69,2,1
56737,31,0,0
56738,13,0,0
56739,29,0,0
56740,21,1,0
56741,38,-1,1
56742,17,1,0
56743,15,1,0
56744,23,0,0
56745,17,1,0
56746,9,1,0
56747,27,1,1
56748,20,1,0
56749,65,0,1
56750,30,1,1
56751,16,0,0
56752,18,0,0
56753,15,1,0
56754,50,0,1
56755,19,0,0
56756,51,1,1
56757,18,0,0
56758,17,2,0
56759,26,0,1
56760,13,0,0
56761,54,0,1
56762,27,1,1
56763,20,0,0
56764,66,0,1
56765,17,0,0
56766,222,0,1
56767,11,1,1
56768,20,0,0
56769,17,0,0
56770,26,0,0
56771,13,0,1
56772,21,1,0
56773,99,0,1
56774,84,0,1
56775,16,1,0
56776,31,1,0
56777,15,2,0
56778,16,2,0
56779,51,0,1
56780,49,1,1
56781,50,0,1
56782,10,0,0
56783,44,0,1
56784,34,0,1
56785,13,2,1
56786,20,-1,0
56787,17,0,1
56788,139,0,1
56789,165,1,1
56790,21,0,0
56791,15,0,1
56792,110,0,1
56793,14,0,0
56794,12,0,0
56795,12,0,0
56796,17,0,0
56797,29,0,0
56798,20,0,0
56799,16,1,0
56800,54,4,1
56801,23,1,0
56802,35,0,1
56803,19,0,0
56804,14,1,0
56805,14,1,0
56806,87,0,0
56807,24,0,0
56808,20,-1,0
56809,15,0,1
56810,16,0,0
56811,10,2,0
56812,16,2,0
56813,20,1,0
56814,20,0,0
56815,29,0,1
56816,355,0,1
56817,40,0,0
56818,23,1,0
56819,78,1,1
56820,20,0,0
56821,23,1,0
56822,726,0,1
56823,20,1,0
56824,59,0,1
56825,16,0,1
56826,26,0,0
56827,27,0,0
56828,135,0,1
56829,12,0,0
56830,11,0,0
56831,33,1,1
56832,33,1,1
56833,26,0,0
56834,28,0,0
56835,16,0,0
56836,15,0,1
56837,15,0,0
56838,24,1,1
56839,25,0,0
56840,13,1,0
56841,27,0,1
56842,15,0,0
56843,24,-1,0
56844,15,0,0
56845,45,0,1
56846,41,0,1
56847,27,0,0
56848,21,-1,0
56849,11,0,0
56850,14,-1,0
56851,36,3,1
56852,211,0,1
56853,26,0,0
56854,14,2,0
56855,17,0,0
56856,19,0,0
56857,28,0,0
56858,20,0,0
56859,32,0,0
56860,24,0,0
56861,54,0,1
56862,23,-1,0
56863,15,1,0
56864,18,0,0
56865,16,1,0
56866,24,0,0
56867,18,1,0
56868,29,1,0
56869,23,1,1
56870,25,0,0
56871,24,0,1
56872,213,0,1
56873,18,1,0
56874,13,0,0
56875,14,1,0
56876,21,0,0
56877,27,0,1
56878,15,2,0
56879,12,-1,0
56880,37,1,1
56881,10,0,0
56882,30,1,0
56883,19,0,1
56884,17,0,0
56885,18,0,0
56886,17,0,0
56887,31,1,1
56888,19,0,0
56889,31,1,0
56890,76,0,1
56891,18,0,1
56892,20,0,0
56893,18,0,1
56894,38,1,1
56895,61,0,1
56896,37,0,1
56897,21,2,0
56898,21,1,0
56899,24,0,0
56900,26,0,0
56901,27,0,0
56902,17,-1,0
56903,37,0,1
56904,13,1,0
56905,66,0,1
56906,28,0,1
56907,194,0,1
56908,23,0,0
56909,18,0,0
56910,26,0,1
56911,25,0,0
56912,83,0,1
56913,23,0,1
56914,51,2,1
56915,25,1,0
56916,40,0,1
56917,22,-1,0
56918,64,1,1
56919,17,1,0
56920,18,0,0
56921,20,0,1
56922,27,1,0
56923,19,0,0
56924,14,0,0
56925,19,1,0
56926,22,0,0
56927,14,-1,0
56928,122,0,1
56929,9,2,0
56930,22,2,0
56931,22,0,0
56932,40,0,1
56933,22,2,0
56934,31,-1,1
56935,16,1,0
56936,15,0,0
56937,23,1,0
56938,48,1,0
56939,35,1,1
56940,45,0,0
56941,19,0,0
56942,40,2,0
56943,15,0,0
56944,25,0,0
56945,15,0,0
56946,20,0,0
56947,18,0,0
56948,62,0,1
56949,12,0,0
56950,15,1,0
56951,28,0,1
56952,33,0,1
56953,14,0,0
56954,15,1,0
56955,14,0,0
56956,69,0,1
56957,21,0,0
56958,25,0,0
56959,42,0,1
56960,18,0,0
56961,53,0,1
56962,18,0,0
56963,62,1,1
56964,17,1,0
56965,58,0,1
56966,72,0,1
56967,13,1,0
56968,22,0,0
56969,19,0,0
56970,17,0,0
56971,12,-1,1
56972,74,1,1
56973,23,1,0
56974,14,2,0
56975,23,1,0
56976,70,1,1
56977,20,0,0
56978,18,1,0
56979,36,1,1
56980,20,0,0
56981,15,-1,0
56982,164,0,1
56983,22,1,0
56984,105,0,1
56985,19,0,0
56986,24,1,0
56987,22,0,0
56988,20,1,0
56989,13,0,0
56990,16,0,0
56991,21,-1,1
56992,90,0,1
56993,23,0,0
56994,13,1,0
56995,16,1,0
56996,64,0,0
56997,33,0,0
56998,16,0,0
56999,35,1,0
57000,13,1,0
57001,47,0,1
57002,27,0,0
57003,18,1,0
57004,33,2,1
57005,21,0,0
57006,65,-1,1
57007,47,0,0
57008,18,1,0
57009,24,0,0
57010,12,1,0
57011,19,1,0
57012,23,-1,0
57013,15,-1,0
57014,75,1,1
57015,22,0,0
57016,29,-1,0
57017,15,0,0
57018,23,2,0
57019,19,1,0
57020,16,1,0
57021,263,0,1
57022,56,0,0
57023,14,0,0
57024,43,1,0
57025,25,0,0
57026,6,1,0
57027,14,-1,0
57028,16,0,0
57029,17,0,0
57030,44,0,1
57031,27,0,0
57032,18,1,0
57033,14,0,0
57034,15,0,0
57035,432,1,1
57036,20,1,0
57037,44,0,1
57038,50,0,0
57039,13,0,0
57040,22,0,0
57041,23,1,0
57042,26,-1,0
57043,42,1,0
57044,232,0,1
57045,18,1,0
57046,29,0,0
57047,106,0,1
57048,74,0,1
57049,111,1,0
57050,48,1,1
57051,16,2,0
57052,14,0,0
57053,17,1,0
57054,19,1,0
57055,13,0,0
57056,222,0,1
57057,14,-1,0
57058,84,3,0
57059,28,0,0
57060,78,-1,1
57061,28,1,1
57062,18,1,0
57063,93,0,1
57064,15,0,0
57065,21,1,0
57066,17,1,0
57067,59,0,1
57068,148,0,1
57069,23,0,1
57070,54,1,1
57071,51,1,1
57072,25,0,0
57073,19,2,0
57074,35,0,1
57075,63,0,1
57076,25,0,0
57077,16,0,1
57078,24,1,0
57079,55,0,1
57080,16,0,0
57081,40,4,1
57082,14,2,0
57083,207,0,1
57084,31,2,1
57085,42,0,1
57086,59,0,1
57087,20,1,0
57088,47,0,1
57089,23,0,0
57090,12,0,0
57091,21,0,0
57092,96,0,1
57093,24,0,1
57094,15,0,0
57095,17,1,0
57096,10,2,0
57097,37,0,1
57098,23,0,0
57099,14,0,0
57100,22,2,0
57101,22,1,0
57102,53,5,1
57103,23,1,0
57104,48,0,1
57105,18,1,0
57106,17,1,0
57107,18,0,0
57108,18,1,0
57109,14,1,0
57110,14,-1,0
57111,20,0,1
57112,20,0,0
57113,16,0,0
57114,17,0,0
57115,21,-1,0
57116,28,1,0
57117,87,1,1
57118,17,1,0
57119,14,1,0
57120,25,0,0
57121,16,2,0
57122,21,0,0
57123,32,1,0
57124,11,0,0
57125,20,0,0
57126,114,0,1
57127,20,-1,0
57128,27,1,0
57129,16,0,0
57130,12,0,0
57131,54,0,1
57132,30,0,0
57133,45,0,0
57134,12,0,0
57135,79,0,1
57136,26,0,0
57137,57,0,1
57138,38,0,1
57139,40,0,1
57140,14,2,0
57141,54,0,1
57142,14,0,0
57143,19,0,0
57144,27,0,0
57145,341,0,1
57146,22,4,0
57147,27,0,0
57148,18,2,0
57149,21,1,0
57150,21,0,0
57151,39,0,1
57152,15,1,0
57153,19,0,0
57154,47,0,1
57155,18,0,0
57156,42,0,1
57157,19,1,0
57158,12,0,0
57159,18,2,0
57160,62,0,1
57161,46,0,1
57162,12,0,0
57163,19,1,0
57164,11,2,0
57165,102,0,1
57166,12,2,0
57167,22,0,0
57168,67,0,1
57169,39,3,0
57170,59,0,1
57171,22,1,0
57172,26,-1,0
57173,44,0,1
57174,45,0,0
57175,47,0,1
57176,23,2,0
57177,21,2,0
57178,49,0,1
57179,17,1,0
57180,19,0,0
57181,28,0,0
57182,19,-1,0
57183,41,0,1
57184,32,1,1
57185,15,2,0
57186,13,1,0
57187,28,1,0
57188,16,1,1
57189,20,0,0
57190,19,-1,0
57191,16,1,0
57192,18,0,0
57193,24,1,0
57194,17,1,0
57195,18,1,0
57196,20,2,0
57197,100,1,1
57198,496,0,1
57199,54,0,1
57200,31,2,0
57201,14,1,0
57202,22,0,0
57203,43,2,1
57204,21,0,0
57205,27,1,0
57206,15,1,0
57207,20,0,0
57208,19,1,0
57209,14,-1,0
57210,273,0,1
57211,19,0,0
57212,108,1,0
57213,24,1,0
57214,28,2,0
57215,24,0,0
57216,20,0,0
57217,21,-1,0
57218,20,-1,0
57219,28,2,1
57220,21,0,0
57221,20,0,0
57222,31,0,1
57223,30,0,0
57224,91,0,1
57225,19,0,0
57226,42,0,0
57227,25,2,0
57228,16,2,0
57229,84,0,1
57230,23,0,0
57231,114,-1,1
57232,11,0,0
57233,26,1,1
57234,54,2,1
57235,13,0,1
57236,18,0,0
57237,26,0,1
57238,22,1,1
57239,30,0,0
57240,17,0,0
57241,17,0,0
57242,62,0,1
57243,10,-1,0
57244,12,0,0
57245,98,0,1
57246,25,1,0
57247,47,0,0
57248,104,-1,1
57249,57,1,1
57250,18,2,0
57251,18,0,0
57252,46,0,0
57253,51,0,1
57254,12,0,0
57255,28,0,0
57256,106,1,1
57257,18,0,0
57258,15,0,0
57259,14,1,0
57260,18,0,0
57261,40,0,0
57262,38,0,1
57263,65,0,1
57264,73,3,1
57265,16,1,0
57266,25,0,0
57267,12,0,0
57268,83,0,0
57269,21,0,0
57270,39,0,1
57271,111,1,1
57272,15,1,0
57273,74,0,1
57274,16,0,0
57275,151,0,1
57276,31,0,0
57277,17,1,0
57278,31,0,0
57279,22,0,0
57280,12,-1,0
57281,38,0,1
57282,67,0,1
57283,28,0,0
57284,24,-1,0
57285,17,0,0
57286,7,0,0
57287,24,0,1
57288,43,-1,1
57289,45,0,1
57290,20,0,0
57291,27,1,0
57292,22,0,0
57293,55,0,1
57294,27,-1,0
57295,14,1,0
57296,22,0,0
57297,79,-1,1
57298,19,1,0
57299,25,0,1
57300,67,1,1
57301,123,0,1
57302,12,0,0
57303,22,0,0
57304,13,0,0
57305,22,0,1
57306,30,0,1
57307,22,0,0
57308,19,0,0
57309,24,-1,1
57310,22,1,0
57311,13,0,0
57312,18,0,0
57313,33,0,1
57314,14,0,0
57315,12,1,0
57316,80,0,1
57317,12,-1,0
57318,19,0,0
57319,65,0,1
57320,29,0,1
57321,20,1,0
57322,35,1,0
57323,52,0,1
