unique_id,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent
61030,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61031,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61032,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61034,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61035,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
61036,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61037,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61039,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61042,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61043,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
61044,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61045,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61047,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61048,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61049,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61050,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61052,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61053,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61054,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61055,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61056,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61057,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61058,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61059,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61060,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61061,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61062,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61065,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61066,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61067,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61068,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61069,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61070,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61074,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61075,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61076,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61079,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61080,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61081,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61082,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
61083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61084,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61085,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,8
61086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61087,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61089,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61090,2,0,0,3,0,0,0,2,0,0,0,0,0,2,0,2,6
61091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61092,2,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0
61093,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61094,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61097,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61098,1,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
61099,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61105,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61108,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61109,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61110,3,1,0,6,1,5,1,4,0,0,0,1,0,0,0,0,2
61111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61112,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
61113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61116,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61117,3,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0
61118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61121,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61124,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61125,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61127,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61128,7,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
61129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61130,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61131,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61133,2,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0
61134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61140,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
61141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61142,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
61143,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61144,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61145,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61146,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61147,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61148,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61150,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61151,2,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0
61152,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61153,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61154,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61161,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61162,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61165,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61167,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61168,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61169,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61171,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61172,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61173,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
61174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61176,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61178,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61179,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61182,3,14,11,4,0,9,0,9,0,0,0,0,0,0,0,0,0
61183,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
61184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61185,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61187,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61189,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61192,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61193,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61195,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
61196,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61197,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61198,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61199,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61201,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61203,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61204,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61205,2,3,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0
61206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61207,4,1,1,9,0,3,0,2,0,0,0,0,0,0,0,0,1
61208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,2,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0
61212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61217,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61219,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61221,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
61222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61223,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61227,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61229,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61232,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61233,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4
61234,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
61235,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61236,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61238,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
61239,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61241,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61244,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61245,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61247,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61249,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61250,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0
61251,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61252,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
61253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61257,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61259,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61262,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61263,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61265,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61266,3,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
61267,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61268,2,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
61269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61270,3,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0
61271,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61272,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61273,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61274,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61277,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61279,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61281,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61282,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61283,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61284,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
61285,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61286,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61287,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61288,2,0,2,4,0,3,0,2,0,0,0,0,0,0,0,0,0
61289,3,2,1,8,0,2,0,1,0,0,0,0,0,0,0,0,0
61290,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61291,2,7,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0
61292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61294,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61296,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61298,14,0,0,5,1,11,1,9,0,0,0,0,0,0,0,0,0
61299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61300,3,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0
61301,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61302,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61303,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61304,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61305,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61307,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61308,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61310,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61311,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61313,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61314,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
61315,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61317,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61318,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61319,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61320,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61321,15,0,0,3,1,9,1,12,0,0,0,0,0,0,0,0,0
61322,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61324,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61326,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61327,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61328,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61331,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61333,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61334,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61338,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61340,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61341,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61342,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61343,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61344,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61345,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61346,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61347,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61348,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61349,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
61350,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61351,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61352,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61353,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61354,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61355,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61356,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61357,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61358,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61360,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
61361,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61362,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61363,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
61364,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
61365,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
61366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61367,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61368,2,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0
61369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61370,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61371,5,2,4,7,0,6,0,5,1,0,0,0,0,0,0,0,9
61372,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61373,5,1,2,7,0,2,0,1,0,0,1,0,0,0,0,0,0
61374,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
61375,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61376,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61377,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61378,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61381,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61383,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61386,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61387,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61388,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61389,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61390,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61391,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61392,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61393,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61394,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61396,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61397,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61398,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61400,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
61401,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61402,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61403,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61404,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
